"norm_tgf_control_1"	"norm_tgf_control_2"	"norm_tgf_control_3"	"norm_tgf_control_4"	"tgf_control_median averaged"	"norm_tgf_6h_1"	"norm_tgf_6h_2"	"norm_tgf_6h_3"	"norm_tgf_6h_4"	"tgf_6h_median averaged"	"norm_tgf_12h_1"	"norm_tgf_12h_2"	"norm_tgf_12h_3"	"norm_tgf_12h_4"	"tgf_12h_median averaged"	"norm_tgf_24h_1"	"norm_tgf_24h_2"	"norm_tgf_24h_3"	"norm_tgf_24h_4"	"tgf_24h_median averaged"	"norm_tgf_36h_1"	"norm_tgf_36h_2"	"norm_tgf_36h_3"	"norm_tgf_36h_4"	"tgf_36h_median averaged"	"norm_tgf_48h_1"	"norm_tgf_48h_2"	"norm_tgf_48h_3"	"norm_tgf_48h_4"	"tgf_48h_median averaged"	"ANOVA Significant"	"  -Log 10 ANOVA p value"	"PEP"	"Intensity"	"Peptides"	"Unique peptides"	"Protein IDs"	"Majority protein IDs"	"Protein names"	"Gene names"
0.71	-0.71	-0.49	0.49	0.00	1.27	1.07	"NaN"	"NaN"	1.17	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		1.03	1.42E-39	1899600000	8	8	"Q9BRS2"	"Q9BRS2"	"Serine/threonine-protein kinase RIO1"	"RIOK1"
-0.03	0.03	-0.12	0.12	0.00	0.35	0.88	0.28	"NaN"	0.35	"NaN"	0.82	"NaN"	1.19	1.01	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	-0.18	-0.59	-0.86	-0.59	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"+"	3.06	1.43E-47	2279500000	16	16	"Q9BRR8"	"Q9BRR8"	"G patch domain-containing protein 1"	"GPATCH1"
0.01	-0.01	-0.36	0.36	0.00	-0.23	0.49	-0.06	0.53	0.21	0.17	0.09	0.59	0.12	0.15	0.09	0.73	0.81	0.68	0.71	-0.67	0.45	0.64	0.24	0.35	0.13	0.70	0.03	0.29	0.21		0.39	1.95E-76	6760300000	12	12	"Q9BRQ6;H0Y922"	"Q9BRQ6;H0Y922"	"Coiled-coil-helix-coiled-coil-helix domain-containing protein 6, mitochondrial"	"CHCHD6"
0.43	-0.43	0.01	-0.01	0.00	-0.04	"NaN"	"NaN"	1.78	0.87	0.62	"NaN"	-0.29	-0.31	-0.29	0.33	"NaN"	"NaN"	"NaN"	0.33	-0.35	-0.55	-0.76	-0.41	-0.48	"NaN"	0.05	"NaN"	-0.38	-0.17		0.90	5.14E-38	2515800000	7	7	"Q9BRQ0;Q5T171"	"Q9BRQ0;Q5T171"	"Pygopus homolog 2"	"PYGO2"
0.22	-0.22	-0.06	0.06	0.00	0.40	0.17	-0.12	-0.16	0.03	0.30	0.07	0.09	0.01	0.08	0.08	-0.01	0.26	0.09	0.09	0.50	0.59	0.83	0.59	0.59	0.59	0.31	0.33	0.20	0.32	"+"	3.21	0	78384000000	21	2	"Q9BRP8"	"Q9BRP8"	"Partner of Y14 and mago"	"WIBG"
0.91	-0.91	-1.54	1.54	0.00	"NaN"	0.81	"NaN"	"NaN"	0.81	1.49	"NaN"	0.92	"NaN"	1.21	0.37	"NaN"	0.87	"NaN"	0.62	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.29	2.73E-42	2395100000	7	7	"Q9BRP1"	"Q9BRP1"	"Programmed cell death protein 2-like"	"PDCD2L"
-0.13	0.13	0.02	-0.02	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	0.20	-0.04	"NaN"	1.33	0.20	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	2.64	2.29	0.69	0.67	1.49		1.35	6.02E-69	1287000000	8	5	"Q9BRL6-2;Q9BRL6"	"Q9BRL6-2;Q9BRL6"	"Serine/arginine-rich splicing factor 8"	"SRSF8"
-0.04	0.04	-0.05	0.05	0.00	0.04	0.23	0.44	-0.10	0.14	0.28	-0.23	0.73	0.22	0.25	0.05	-0.02	0.16	-0.22	0.01	-0.11	0.09	0.16	0.08	0.08	0.64	-0.14	0.45	0.51	0.48		0.61	1.16E-295	43007000000	22	22	"Q9BRK5;Q9BRK5-6;Q9BRK5-4;H0Y3T6;Q9BRK5-3;G3V1E2;Q9BRK5-2;Q9BRK5-5"	"Q9BRK5;Q9BRK5-6;Q9BRK5-4;H0Y3T6;Q9BRK5-3;G3V1E2;Q9BRK5-2"	"45 kDa calcium-binding protein"	"SDF4"
-0.57	0.57	0.41	-0.41	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	1.73	0.31	0.16	0.31		0.64	1.89E-24	630750000	7	7	"Q9BRK4;E2QRF2;Q9Y250-5;Q9Y250-4;Q9Y250-3;Q9Y250-2;Q9Y250"	"Q9BRK4;E2QRF2"	"Leucine zipper putative tumor suppressor 2"	"LZTS2"
-0.11	0.11	-0.09	0.09	0.00	-0.16	-0.03	0.04	0.12	0.00	-0.45	-0.36	-0.57	-0.21	-0.40	0.19	-0.18	0.16	-0.40	-0.01	-0.27	-0.16	-0.11	0.02	-0.13	0.54	0.08	-0.90	-0.50	-0.21		0.34	4.82E-140	26107000000	17	17	"Q9BRJ6;C9JQV0;H7C0T1;H7C2R9"	"Q9BRJ6;C9JQV0;H7C0T1;H7C2R9"	"Uncharacterized protein C7orf50"	"C7orf50"
0.02	-0.02	0.15	-0.15	0.00	-0.64	-0.60	0.03	0.06	-0.29	-0.44	-0.01	0.22	0.14	0.07	-0.98	-0.51	-1.21	-0.39	-0.75	-0.20	-0.41	-0.80	-1.02	-0.61	-0.90	-1.08	-0.50	-0.79	-0.85	"+"	2.47	8.02E-125	31900000000	14	14	"Q9BRJ2"	"Q9BRJ2"	"39S ribosomal protein L45, mitochondrial"	"MRPL45"
-0.79	0.79	0.32	-0.32	0.00	1.17	1.20	"NaN"	"NaN"	1.18	"NaN"	"NaN"	1.14	2.27	1.70	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	1.01	"NaN"	0.67	0.06	0.67		1.24	1.88E-42	2018200000	7	7	"Q9BRG2;B4DRS7"	"Q9BRG2;B4DRS7"	"SH2 domain-containing protein 3A"	"SH2D3A"
-0.02	0.02	-0.29	0.29	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	0.65	"NaN"	"NaN"	0.65	"NaN"	0.33	"NaN"	"NaN"	0.33	-0.92	0.59	0.68	0.05	0.32	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.10	6.48E-71	2016000000	8	8	"Q9BRG1"	"Q9BRG1"	"Vacuolar protein-sorting-associated protein 25"	"VPS25"
0.08	-0.08	0.20	-0.20	0.00	-0.28	0.34	0.12	0.61	0.23	"NaN"	0.18	-0.01	-0.22	-0.01	-0.18	-0.81	-0.70	0.09	-0.44	-0.64	1.02	-0.29	-0.23	-0.26	-0.38	-0.56	-1.17	-0.72	-0.64		1.09	1.25E-56	6587600000	15	15	"Q9BRD0;Q9BRD0-2;H7C462"	"Q9BRD0;Q9BRD0-2"	"BUD13 homolog"	"BUD13"
-0.05	0.05	-0.04	0.04	0.00	0.33	-0.18	-0.16	-0.30	-0.17	0.24	0.33	0.30	0.17	0.27	0.99	0.33	0.71	0.43	0.57	0.21	-0.25	0.20	0.60	0.20	1.11	0.68	0.63	0.35	0.65	"+"	2.75	0	460000000000	22	22	"Q9BRA2;I3L0K2;I3L3M7;I3L2R6"	"Q9BRA2;I3L0K2;I3L3M7;I3L2R6"	"Thioredoxin domain-containing protein 17"	"TXNDC17"
0.01	-0.01	0.99	-0.99	0.00	0.68	"NaN"	0.03	0.51	0.51	0.83	0.08	"NaN"	"NaN"	0.46	-0.67	-0.18	-0.86	"NaN"	-0.67	"NaN"	"NaN"	-0.35	-0.24	-0.30	0.89	"NaN"	"NaN"	0.31	0.60		0.74	5.18E-69	5255500000	6	6	"Q9BRA0;I3L4V0;Q9BRA0-2;I3L3Z2"	"Q9BRA0;I3L4V0;Q9BRA0-2;I3L3Z2"	"LSM domain-containing protein 1"	"LSMD1"
-0.20	0.20	0.03	-0.03	0.00	0.05	-0.25	0.27	-0.11	-0.03	0.18	0.07	0.32	0.32	0.25	0.17	0.22	0.92	0.39	0.30	-0.56	-0.44	0.91	1.05	0.23	0.48	0.56	-0.33	-0.21	0.13		0.14	0	102000000000	31	29	"Q9BR76;F5H390;H0Y3L6;E7EW44;F5H0D2;A9Z1Z3-3"	"Q9BR76"	"Coronin-1B"	"CORO1B"
0.88	-0.88	-0.14	0.14	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	-0.32	1.23	0.29	0.29	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.28	1.37E-28	660700000	6	6	"Q9BR39;Q9BR39-2"	"Q9BR39"	"Junctophilin-2"	"JPH2"
-0.68	0.68	0.12	-0.12	0.00	0.02	0.83	-0.26	-0.29	-0.12	-0.32	0.30	"NaN"	0.38	0.30	0.00	0.80	-0.68	"NaN"	0.00	-1.10	-0.71	0.71	0.76	0.00	1.18	0.85	"NaN"	1.82	1.18		0.83	4.29E-91	3883100000	18	18	"Q9BQS8;B7ZKT7;Q9BQS8-3;Q9BQS8-2"	"Q9BQS8;B7ZKT7"	"FYVE and coiled-coil domain-containing protein 1"	"FYCO1"
-0.29	0.29	0.18	-0.18	0.00	0.62	0.22	0.34	-0.14	0.28	-0.42	-0.05	"NaN"	0.89	-0.05	1.55	0.66	0.20	-0.90	0.43	-1.37	-1.55	"NaN"	-0.47	-1.37	"NaN"	"NaN"	-0.68	"NaN"	-0.68		1.21	5.66E-67	7779000000	10	10	"Q9BQP7;Q5QPE7;Q5QPE8"	"Q9BQP7;Q5QPE7;Q5QPE8"	"Uncharacterized protein C20orf72"	"C20orf72"
0.02	-0.02	-0.15	0.15	0.00	-0.56	0.12	0.00	-0.12	-0.06	0.06	0.58	0.23	0.12	0.18	0.23	0.07	1.03	0.72	0.48	1.25	1.60	0.78	0.81	1.03	-1.31	0.21	0.92	0.66	0.43		1.54	0	45494000000	27	4	"Q9BQL6;G3V1L6;Q9BQL6-3"	"Q9BQL6;G3V1L6"	"Fermitin family homolog 1"	"FERMT1"
0.65	-0.65	0.00	0.00	0.00	"NaN"	0.75	"NaN"	"NaN"	0.75	1.33	"NaN"	3.27	"NaN"	2.30	0.55	"NaN"	"NaN"	0.16	0.35	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	1.15	"NaN"	"NaN"	0.33	0.74		1.28	7.20E-37	3065600000	11	11	"Q9BQK8;Q9BQK8-2;E9PG51"	"Q9BQK8;Q9BQK8-2"	"Phosphatidate phosphatase LPIN3"	"LPIN3"
0.12	-0.12	0.02	-0.02	0.00	0.64	-0.20	-0.14	-0.09	-0.11	-0.23	0.18	-0.24	0.28	-0.02	-0.56	-0.25	-0.17	-0.38	-0.31	-0.33	-0.09	-0.34	-0.35	-0.34	-0.54	-0.03	-0.79	-0.02	-0.28		0.87	0	69758000000	72	72	"Q9BQG0-2;Q9BQG0;I3L1L3;E7EN09;I3L2H8;I3L311"	"Q9BQG0-2;Q9BQG0;I3L1L3"	"Myb-binding protein 1A"	"MYBBP1A"
0.27	-0.27	-0.34	0.34	0.00	3.23	"NaN"	"NaN"	"NaN"	3.23	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	2.25	1.63	"NaN"	"NaN"	1.94	"+"	2.38	6.74E-14	990310000	4	4	"Q9BQF6-5;Q9BQF6-2;Q9BQF6;Q9BQF6-4;Q9BQF6-3"	"Q9BQF6-5;Q9BQF6-2;Q9BQF6;Q9BQF6-4"	"Sentrin-specific protease 7"	"SENP7"
-0.03	0.03	-0.13	0.13	0.00	0.15	-0.10	-0.07	0.28	0.04	-0.45	-0.08	-0.93	-0.64	-0.54	-0.15	-0.32	-0.12	-0.29	-0.22	-0.26	-0.37	0.49	0.54	0.12	-0.39	-0.32	-0.21	0.00	-0.26		1.42	6.32E-131	26307000000	13	13	"Q9BQE5;E9PM95;B0QYK8"	"Q9BQE5"	"Apolipoprotein L2"	"APOL2"
-0.24	0.24	-0.03	0.03	0.00	-0.26	-0.41	0.35	0.31	0.02	-0.47	0.02	-0.15	0.26	-0.06	0.02	-0.34	-0.81	-0.13	-0.23	-0.72	-0.87	-0.78	-0.94	-0.83	-0.05	-0.23	-0.59	-0.63	-0.41	"+"	2.23	0	65382000000	46	6	"Q9BQE3;F5H5D3;E9PGK3;F8VQQ4;F8VVB9;F8VS66;F8VRZ4;F8VWV9;F8VX09;F8VRK0;C9K0S6;F8VS94;F8VYI2;F8VXB8;Q9H853;F8VXZ7"	"Q9BQE3;F5H5D3;E9PGK3"	"Tubulin alpha-1C chain"	"TUBA1C"
0.35	-0.35	-0.40	0.40	0.00	-0.36	0.01	-0.37	-0.45	-0.37	0.13	-0.16	0.04	-0.77	-0.06	2.12	"NaN"	4.91	3.03	3.03	"NaN"	"NaN"	1.72	2.48	2.10	-2.00	-1.61	-0.04	-0.49	-1.05	"+"	4.88	1.18E-58	9811200000	6	6	"Q9BQC6"	"Q9BQC6"	"Ribosomal protein 63, mitochondrial"	"MRP63"
-0.46	0.46	0.18	-0.18	0.00	-0.27	-0.24	-0.01	"NaN"	-0.24	-1.16	"NaN"	0.38	"NaN"	-0.39	"NaN"	"NaN"	"NaN"	-0.08	-0.08	0.14	0.55	"NaN"	"NaN"	0.35	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.26	2.59E-44	2078700000	13	13	"Q9BQC3;B4DNI8;H0YCR5;A8MVC9;E9PLL2;E9PMH7"	"Q9BQC3;B4DNI8;H0YCR5"	"Diphthamide biosynthesis protein 2"	"DPH2"
0.00	0.00	0.03	-0.03	0.00	"NaN"	"NaN"	"NaN"	0.93	0.93	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	2.01E-11	833970000	1	1	"Q9BQB6-3;I3L3B4;F8W9H0;Q9BQB6-2;Q9BQB6;E9PLN8"	"Q9BQB6-3;I3L3B4;F8W9H0;Q9BQB6-2;Q9BQB6;E9PLN8"	"Vitamin K epoxide reductase complex subunit 1"	"VKORC1"
-0.61	0.61	0.72	-0.72	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	0.74	"NaN"	0.74	2.74	2.62	2.01	1.75	2.32	"+"	2.63	5.20E-14	1393600000	3	3	"Q9BQB4;Q9BQB4-2"	"Q9BQB4;Q9BQB4-2"	"Sclerostin"	"SOST"
-0.37	0.37	0.03	-0.03	0.00	1.33	0.77	1.83	1.45	1.39	"NaN"	1.62	"NaN"	"NaN"	1.62	"NaN"	1.90	2.13	2.44	2.13	"NaN"	1.63	-0.31	-0.40	-0.31	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"+"	2.47	5.47E-42	4585300000	9	9	"Q9BQA1;B4DP38;H0Y711"	"Q9BQA1;B4DP38;H0Y711"	"Methylosome protein 50"	"WDR77"
-0.93	0.93	0.15	-0.15	0.00	0.78	0.28	-0.25	-0.86	0.02	0.59	0.26	-0.42	0.45	0.36	0.20	0.61	1.17	1.29	0.89	1.00	0.27	0.43	0.75	0.59	"NaN"	1.22	-0.95	0.47	0.47		0.37	2.05E-186	3821300000	14	14	"Q9BQ95;Q9BQ95-2;E9PAN9"	"Q9BQ95;Q9BQ95-2"	"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial"	"ECSIT"
0.15	-0.15	-0.48	0.48	0.00	"NaN"	"NaN"	"NaN"	1.03	1.03	"NaN"	"NaN"	"NaN"	0.35	0.35	"NaN"	0.21	1.14	0.82	0.82	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	0.12	0.12		1.09	1.91E-22	2943800000	6	6	"Q9BQ89"	"Q9BQ89"	"Protein FAM110A"	"FAM110A"
0.13	-0.13	-0.28	0.28	0.00	"NaN"	-0.47	"NaN"	"NaN"	-0.47	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	-0.46	"NaN"	-0.46	"NaN"	0.30	0.28	0.29	0.29	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.96	9.84E-63	3635000000	8	8	"Q9BQ70;H3BSP8;H3BMJ8;Q9H7D3;H3BTU3;H3BS87;H3BQ53;H3BSS3"	"Q9BQ70;H3BSP8;H3BMJ8;Q9H7D3;H3BTU3;H3BS87"	"Transcription factor 25"	"TCF25"
-0.25	0.25	-0.26	0.26	0.00	0.12	-0.37	-0.68	0.00	-0.19	-0.53	-1.28	0.15	-0.34	-0.43	-1.50	-0.27	-0.23	-0.38	-0.33	-1.30	-0.57	-0.17	-0.76	-0.66	-1.01	-1.00	-1.01	-1.14	-1.01		1.28	5.27E-253	26168000000	16	16	"Q9BQ69"	"Q9BQ69"	"O-acetyl-ADP-ribose deacetylase MACROD1"	"MACROD1"
-0.07	0.07	0.05	-0.05	0.00	-0.33	-0.75	"NaN"	"NaN"	-0.54	1.39	1.92	0.28	0.30	0.85	-0.27	-1.18	0.18	0.30	-0.05	"NaN"	"NaN"	0.21	0.20	0.21	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		1.35	4.03E-60	8379400000	9	9	"Q9BQ67"	"Q9BQ67"	"Glutamate-rich WD repeat-containing protein 1"	"GRWD1"
-0.15	0.15	-0.02	0.02	0.00	0.31	0.26	-0.02	-0.06	0.12	0.59	0.28	-0.03	0.02	0.15	-0.23	-0.29	-0.30	-0.58	-0.30	-0.22	0.08	0.54	0.42	0.25	-0.16	0.23	-1.14	-0.28	-0.22		1.24	1.86E-146	31730000000	18	18	"Q9BQ61"	"Q9BQ61"	"Uncharacterized protein C19orf43"	"C19orf43"
0.03	-0.03	-0.08	0.08	0.00	0.43	0.35	-0.15	-0.06	0.14	0.19	0.15	-0.15	-0.25	0.00	-0.68	-0.71	-0.12	-0.40	-0.54	-0.53	-0.31	-0.03	-0.25	-0.28	-0.92	-0.25	0.31	-0.07	-0.16		1.09	0	28977000000	38	38	"Q9BQ52-4;Q9BQ52;G5E9D5;E7ES68;Q9BQ52-3;Q9BQ52-2;H7C2I4;H7C3Y9"	"Q9BQ52-4;Q9BQ52;G5E9D5;E7ES68;Q9BQ52-3;Q9BQ52-2"	"Zinc phosphodiesterase ELAC protein 2"	"ELAC2"
1.68	-1.68	0.16	-0.16	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	0.21	"NaN"	0.21		0.00	9.13E-13	983280000	4	4	"Q9BQ48"	"Q9BQ48"	"39S ribosomal protein L34, mitochondrial"	"MRPL34"
0.75	-0.75	-1.23	1.23	0.00	0.03	-0.20	"NaN"	"NaN"	-0.08	1.45	"NaN"	0.02	-0.55	0.02	2.09	"NaN"	"NaN"	"NaN"	2.09	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	-1.20	-0.79	-0.75	"NaN"	-0.79		0.36	4.08E-143	5796000000	8	7	"Q9BQ15;C9JT95;C9JMP5;Q9BQ15-2;F8WAF5;Q96AH0-3"	"Q9BQ15;C9JT95;C9JMP5"	"SOSS complex subunit B1"	"NABP2;OBFC2B"
-0.20	0.20	-0.21	0.21	0.00	"NaN"	-0.01	-0.01	-0.39	-0.01	-0.45	0.07	-0.80	-0.23	-0.34	0.82	1.43	-0.10	0.11	0.46	-0.45	-0.58	-0.21	-0.58	-0.51	-0.60	-0.96	-0.59	-1.50	-0.78	"+"	2.63	0	7255500000	33	5	"Q9BQ04;E9PLB0;E9PM61;H0YDG8"	"Q9BQ04;E9PLB0;E9PM61"	"RNA-binding protein 4B"	"RBM4B"
-0.49	0.49	-0.23	0.23	0.00	0.17	0.32	0.16	0.00	0.17	-0.04	0.43	4.86	3.97	2.20	"NaN"	"NaN"	"NaN"	3.37	3.37	"NaN"	"NaN"	2.11	1.73	1.92	"NaN"	1.44	0.15	"NaN"	0.79		0.84	2.37E-38	6643500000	5	5	"Q9BPZ3;D6R9Y1"	"Q9BPZ3;D6R9Y1"	"Polyadenylate-binding protein-interacting protein 2"	"PAIP2"
0.03	-0.03	-0.53	0.53	0.00	-0.83	-1.27	"NaN"	-0.05	-0.83	-0.33	-0.13	"NaN"	2.56	-0.13	0.98	0.90	"NaN"	0.36	0.90	"NaN"	-0.82	-0.17	0.15	-0.17	"NaN"	"NaN"	"NaN"	0.50	0.50		0.71	1.22E-49	2997200000	10	10	"Q9BPX6;H9KVB8;Q9BPX6-3;F6XEV2;Q9BPX6-2;E9PQV6;Q9BPX6-5;Q9BPX6-4"	"Q9BPX6;H9KVB8;Q9BPX6-3;F6XEV2;Q9BPX6-2;E9PQV6"	"Calcium uptake protein 1, mitochondrial"	"MICU1"
-0.12	0.12	-0.03	0.03	0.00	-0.87	-0.03	0.14	-0.64	-0.34	0.07	0.48	-0.12	-0.63	-0.03	-0.58	-0.14	-0.31	-0.79	-0.44	-2.13	-2.42	0.55	-0.30	-1.21	-0.08	-0.31	-0.35	-0.46	-0.33		0.55	0	63537000000	17	16	"Q9BPX5"	"Q9BPX5"	"Actin-related protein 2/3 complex subunit 5-like protein"	"ARPC5L"
-0.28	0.28	-0.03	0.03	0.00	0.30	0.86	-0.16	-0.22	0.07	-0.04	-0.11	-0.62	-0.42	-0.26	0.36	0.28	0.55	0.56	0.45	-0.68	-0.39	-0.91	-1.14	-0.80	0.24	-1.71	-1.49	-1.09	-1.29	"+"	2.75	4.21E-144	21193000000	27	21	"Q9BPX3;D6RA93"	"Q9BPX3"	"Condensin complex subunit 3"	"NCAPG"
-0.32	0.32	0.44	-0.44	0.00	-0.17	-0.05	-0.30	-0.05	-0.11	-0.49	-0.14	-0.13	-0.88	-0.32	-0.77	-0.27	-0.24	-0.21	-0.25	0.36	0.45	-0.51	-0.62	-0.08	1.43	0.54	1.22	"NaN"	1.22	"+"	2.69	9.23E-86	22447000000	12	10	"Q9BPW8;H7C2U6;F8WCR5;C9JDV8"	"Q9BPW8;H7C2U6;F8WCR5"	"Protein NipSnap homolog 1"	"NIPSNAP1"
0.08	-0.08	-0.20	0.20	0.00	"NaN"	"NaN"	2.01	"NaN"	2.01	-0.55	"NaN"	0.86	"NaN"	0.15	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	1.72	2.49	0.06	0.34	1.03		0.69	6.04E-94	5595600000	30	30	"Q99996-5;F5H3X5;Q99996-3;Q99996-2;Q99996;Q99996-6;Q99996-4;F8WCY9;H7BYL6;E7EQ96;Q6PJH3;H7BZV6"	"Q99996-5;F5H3X5;Q99996-3;Q99996-2;Q99996;Q99996-6"	"A-kinase anchor protein 9"	"AKAP9"
-0.41	0.41	0.16	-0.16	0.00	-0.11	0.24	0.61	0.19	0.22	0.01	-0.07	0.20	-0.23	-0.03	-2.11	0.01	-0.48	-0.78	-0.63	-0.48	-0.22	-0.64	-0.22	-0.35	1.05	0.23	-1.48	-0.92	-0.34		0.57	0	17290000000	24	19	"Q99986;H0YJ50;H0YJF7"	"Q99986"	"Serine/threonine-protein kinase VRK1"	"VRK1"
-0.10	0.10	-0.06	0.06	0.00	-0.09	-0.06	-0.03	0.17	-0.05	0.23	0.21	0.09	0.29	0.22	0.09	-0.02	-0.36	-0.46	-0.19	0.08	0.31	0.06	-0.19	0.07	0.08	-0.27	-0.02	-0.50	-0.14		1.18	0	173000000000	41	40	"Q99961;E7EVZ4;Q99962;E7EML4;F5H5J3;F5H229"	"Q99961;E7EVZ4"	"Endophilin-A2"	"SH3GL1"
0.18	-0.18	-0.04	0.04	0.00	-0.23	0.01	0.10	0.14	0.06	-0.17	-0.10	-0.02	-0.28	-0.13	-0.36	-0.28	-0.40	-0.28	-0.32	-0.07	0.13	0.38	-0.24	0.03	-1.16	-1.46	-0.24	0.17	-0.70		1.21	0	120000000000	51	51	"Q99959-2;Q99959;B8QGS9"	"Q99959-2;Q99959;B8QGS9"	"Plakophilin-2"	"PKP2"
-0.71	0.71	-0.22	0.22	0.00	-0.92	-0.56	0.10	"NaN"	-0.56	"NaN"	0.09	"NaN"	0.87	0.48	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	1.32	1.32	"NaN"	"NaN"	"NaN"	-0.32	-0.32		0.57	8.18E-29	910210000	7	7	"Q99941-2;Q99941;A6NG35;H0Y7D7"	"Q99941-2;Q99941"	"Cyclic AMP-dependent transcription factor ATF-6 beta;Processed cyclic AMP-dependent transcription factor ATF-6 beta"	"ATF6B"
-0.34	0.34	-0.09	0.09	0.00	-1.19	-4.42	-0.52	"NaN"	-1.19	-0.20	-1.33	1.74	1.31	0.56	-0.44	-0.98	-0.72	-1.11	-0.85	-0.84	0.08	-0.10	1.53	-0.01	-2.54	-1.73	-0.34	-0.93	-1.33		1.24	0	101000000000	28	2	"Q99879"	"Q99879"	"Histone H2B type 1-M"	"HIST1H2BM"
0.51	-0.51	0.03	-0.03	0.00	0.45	-0.53	0.30	0.49	0.38	0.71	0.09	0.42	-0.29	0.25	-1.03	-0.49	-1.06	-0.55	-0.79	0.27	0.22	0.04	0.12	0.17	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"+"	2.09	0	94109000000	30	0	"Q99877"	"Q99877"	"Histone H2B type 1-N"	"HIST1H2BN"
0.32	-0.32	0.06	-0.06	0.00	0.19	-0.54	0.02	0.27	0.10	-0.43	-0.88	0.16	0.01	-0.21	-0.57	-0.70	-0.25	-0.33	-0.45	-0.40	-0.56	-0.77	-0.59	-0.57	0.74	0.12	0.02	0.11	0.12	"+"	1.87	4.80E-223	66591000000	31	31	"Q99848;H7C2Q8"	"Q99848;H7C2Q8"	"Probable rRNA-processing protein EBP2"	"EBNA1BP2"
-0.17	0.17	0.09	-0.09	0.00	-0.96	-0.22	1.13	0.34	0.06	-0.22	-0.22	0.08	0.11	-0.07	1.33	0.63	-0.22	0.68	0.66	"NaN"	2.63	0.00	-0.61	0.00	"NaN"	1.29	"NaN"	"NaN"	1.29		0.20	3.88E-33	3208900000	8	8	"Q99836;H0Y4G9;Q99836-2;Q99836-3;E9PGG5;Q99836-4"	"Q99836;H0Y4G9;Q99836-2;Q99836-3"	"Myeloid differentiation primary response protein MyD88"	"MYD88"
